sentence,polarity
worstpizzaever   hifis pies dont come close to being north end pizza or even digiornos the crust is hard and tasteless  the cheese is used sparingly  and the sauce tastes like it could be tomato paste   if youre thinking of stopping by for lunch or dinner  definitely keep walkingyoull find something else in a oneblock vicinity this place is only worthy of the desperate  drunk college kids wandering around the central square area but guess what kiddos hate to disappoint you  but not everything tastes good when youre drunk  hifi pizza included,negative
yuck  the only good thing that i can say about this pizza is that it was delivered pretty quickly  other than thati am totally disappointed  thick  greasy  flavorless crust  the veggies all tasted like they came out of a can slimy and even the cheese didnt taste good   i have been a happy beautys pizza customer for the past year  and regret branching out  i would never order from this place again,negative
this place has some much going for it  that i am always surprised by how bad it is  awesome location  right outside of central  with parking  really good looking pastriesbut for some reason  it just doesnt work  it sucked when it was carberrys  and i was really hopeful that when lyndells bought it  it would get better  ive never been to the lyndells in somerville  but ive always heard good things  my biggest complaint is the people who work here  its like all of their employees are terrified of people  they run away rather than asking how they can help  and they do everything sooo sloooowwwly  normally  if im at a coffee shop in the morning instead of at home drinking my own coffee  its because im on m way to work  which probably means im in a hurry  which probably means i dont have 15 minutes to stand in line while the 4 people behind the counter accomplish absolutely nothing  the food tastes ok  nothing special  and majorly overpriced  i would love to have a great bakery right in central  and i would go all the time  ive learned that the bakery at whole foods is my best bet  and will continue to take my business there  good coffee  great pastries  helpful employeesand you can grocery shop while youre there  i just decided to give lyndells another shot today  because it always looks so temptingi literally stepped over a raw chicken breast right inside the door  when i politely mentioned it to the gal who made my sandwich  she acted like she couldnt care less  or why i would be bringing it to her attention  a raw chicken breast  on the floor  ewww   i will not be making this mistake again,negative
first time in and ill never be going again seriously dont even bother going  common sense is something people should look into when hiring staff  i walked in  placed my togo order with the girl at the front  specifically first order not for me  then my order  then an appetizer   i paid and change was 51 cents not that complicated but she somehow gave me 11 cents small issue but ridiculous that she looked confused when i said it wasnt 51 cents   i told her i was going to wait outside for the order she said ok and that it would be 20 min my phone died so i lost track of time but when i went back to check on the order because it seemed like a long time she said here you go i asked how long had it been ready and she said 10 min i assume she just thought it would be a good idea for me to wait outside till they closed and then maybe i would go in and check on my food she just stood there and didnt know what to say i think a so sorry would have sufficed  the kicker was she put both orders of sushi rolls in the same container it was two orders only reason i was particular was because im allergic to seafood and i had the veggie rolls while my friend did not   never again no way no how,negative
ridiculously understaffed only 2 waitersbartenders working on friday night thirty minute wait to order and then to pay,negative
chicken kitchen  clean your kitchen  and the rest of the place while youre at it so  ive been wanting to try this place for a while  its close to the gym  the menu promises to be good and i love some rotissed chicken  heres my story walked in at 7pm and the restaurant is moderately busy  i see there is a family meal that i can get to go and opt for it  too bad there was no rotisserie whole chickens availableat the dinner hour no less  i was told there would be some in 10 minutes  so i decide to wait  i grab a seat and begin to check out the place big mistake  dirty  dirty dirty birds here  the kitchen area needed a serious cleaning and the chopped chickens looked rather dry read  old on the grill  the dining area had not been attended to in quite a while either  after my 10 minute impromptu inspection  i decided this was not the place for me  chicken kitchen  too bad i did not get to taste the food  but i think it just was not meant to be  call me when you get your act together and clean up a bit,negative
i want to start off saying this place went from great to horrible over the past few years  i have heard that they changed ownership  i went last sunday and ordered a hamburger and fries  guess what i got food poisoning  because two hours later i was so sick  my wife ordered the mango chicken salad  well there was hardly any mango three and a half small strips and almost no dressing  the service was okay  but it took a while before the food came out  my friends in line before me had their food 10 minutes earlier    i had the italian cream cake for dessert  but it was okay at best  so basically if you are looking for overpriced mediocre food that potentially can cause food poisoning  then this is your place,negative
every time i have been to cafe sam i have been very disappointed  on my most recent visit  the waiter was overbearing  the menu confusing  and the food unremarkable  avoid this place,negative
they had mints at the door when  you left  that is about the only nice thing i can say,negative
i cannot adequately express the shame i feel for having the nerve to suggest this place for a mini girls night out i think eileen c already broke it down but i just have to put my 2 cents in and say this place has some nerve it was seriously empty and still we were brushed off like some drop in visitors which we were but hello they are a restaurant wait oh i get it now it wasnt a restaurant that makes much more sense it was an empty room of tables with rude people avoiding eye contact with the confused people who had the audacity to walk in makes much more sense  it is crazy to me that i gave this place 5 stars before i was vegetarian at the time  that is the only excuse i can think of the shame,negative
do you enjoy fragrant  exotically spiced indian food made with fresh  flavorful ingredients if so  this place is not for you hunger  and the absence of a wait drove us to palace of india one warm friday evening when all other princeton restaurants were hopping i looked forward to fulfilling my craving for good biryani which was among the dishes featured in the very reasonably priced dinner buffet   well  as my husband astutely noted  you get what you pay for and no wonder there wasnt a wait i couldnt believe that every buffet item was bland and the harsh  unpleasant textures immediately extinguished my appetite i usually love warm creamy palak spinach with soft cubes of paneer cheese here  the grainy  fibrous palak and hard  rubbery paneer was clearly undercooked the vegetable korma may as well have been dessert given how sweet it was the chicken tandoori was slimy and cold actually all the food was cold after a few bites id had enough   id last visited this establishment a while back when it was known as kalluri corner and the food at that time was decent i suspect the management or ownership has changed  hence the poor quality i will not be going back here and neither should you,negative
so let me begin by saying that  in my experience  i can leave an establishment happy  even if the food or product is semi mediocre  if the employees demonstrate sincere and friendly customer service with that stated  the food at cielo is not excellent  it isnt terrible either however  i could have been pleased if the staff we encountered had been actually sincere and friendly not fakefriendly theres a huge difference either way  heres an account of my latest experience  three girlfriends and i arrive at 10 minutes to 6 when their happy hour ends on a wednesday afternoon we were seated promptly  at a table with no napkins or silverware  and a busser quickly brought us chips  salsa and waters our server however  took almost 10 minutes to approach us when she did  we asked if we could still receive the happy hour discount on drinks and appetizers at that very moment we could hear the clock chiming 6 at the mission  and our server simply said only if its before 6 not a yes or a no she evaded the question with a passive answer  even though all of us could clearly hear the clock chiming 6 pm i told her  politely  we arrived 10 minutes ago and were looking forward to the happy hour prices  hinting with out being outright rude  that wed appreciate the discount since it is barely turning 6pm and we had been sitting there for 10 minutes well  she said shed check with her manager  we each ordered a drink and an appetizer i ordered wine  but tasted my friends passion fruit margarita it was fine  but oddly thick even though it was on ice and not blended kinda weird  but flavorful i ordered the ceviche  which was good  nothing spectacular  but good like i mentioned before maybe i would be happier with the place in general if the service was better  but i think poor service makes the food taste worse when our food came we still didnt have napkins or silverware and our waters were all empty i had to ask for napkins and water refills she brings the napkins but no silverware they are roll ups so i figured my statement went without further explanation we needed the full roll up  silverware and all however  apparently she was too distracted to notice we didnt have silverware my friend asked for a fork  and she giggled oh  i didnt realize you didnt have silverware well duh  youre only our server  arent you paid  to notice these things weve only been here for 30 and youve walked past our table 20 times frustrating  needless to say  we receive our bill and no discount was applied for the happy hour specials i didnt bother bringing it up with her we paid the full prices  which are a bit expensive  and went on our way  i just dont understand  why when all it would have taken on their part was to give us the happy hour prices just priceless moments after the clock chimed 6pm  and we would have all left much happier terrible first impression of a new restaurant in a very crucial economy for new businesses  on a positive  i also really enjoyed their chips they have flour and corn tortilla chips a nice touch i havent had most places,negative
is it really so hard in a city the size of atlanta to have reasonably good asian food in midtown     i like the location of mu lan and the cute house it is in  but the food is the same as one would get in a suburban strip mall in anywhere  usa  disappointing  i know my standards can be high i lived in southeast asia for a few years but  really  why is it so hard for a city the size of atlanta to get some good ethnic food that doesnt require a drive to buford highway,negative
i wish i liked this place   i live upstairs and it has a cute patio  but the food that used to be average seems to have gone downhill  and the prickly pear margarita i used to enjoy seems to have been changed and now is too sweet and ive tried it on different occasions  wasnt just one day with one bartender    i had a craving for nachos the other day and went there for convenience  and ate about 4 bites  really  how can you mess up nachos     service is also slow  inattentive  and faulty   the last several times i have been ive had to ask for a side of salsa twice different serversbut somehow no one can remember to bring salsa  i havent tried the pizza portion of the menu i dont really get the concept of pizza plus mexican anyway  so i cant comment on that  until reading reviews  i never noticed the low health inspection score  but sadly it doesnt surprise me  prickly pear  you literally need to clean up your act,negative
ive been here 3 times  the first time was on a pub crawl  a couple years ago  and i only had beer  and it was pretty good i like to try new beers and they have a good selection  the second time was also pretty good no complaints  so why the one star well i went here last weekend for dinner and drinks before a movie  and i went home with more than i bargained for food poisoning after spending a day over the toilet and another day in bed too weak to move  i will never go here again i probably wont even be able to walk by without dry heaving,negative
alright  heres your pal the boston bachelor back with another review  getting there  practically on top of the harvard square t  dress  casual  atmosphere  na  crowd  usual mix of late night halfsober people  bookworms  and 1 or 2 homeless people on a saturday night  food  stale  drinks  no booze  servicestaff  my buddy deep got the indian discount  guy who manages it is pretty cool  bottom line  wouldnt come here to recover from a night of drinking  definitely not for the food  it might be better during the day  but ill leave that for you to try  and finally  bathrooms were clean,negative
doubt there is hope for this place bland overpriced food  dated old dirty decor  barclubintimate restaurant atmosphere fruit juice n seltzer water served and charged as an alcoholic beverage when confronted bartenders  one male  one female  didnt couldnt even deny the fact dont go,negative
usually i invest a real effort to make my reviews interestinghumorous to trick you into continued reading no sarcasm  no hyperbole this time  but a true 11 scale outpouring of emotion  thisplacesucksbitesblowset cetera i will never come back here read on  let me tell you more  we waited 30 minutes to order from waitress x and waited another 31 minutes afterwards all 6 occupied tables had food on it  regardless of whether they had come before or after us the reason for tardiness invest every available second to harshly wither our burgers into oblivion  every burger was garnished with coal the one wrap we ordered was edible  because there was no cooking involved there i heroically complained to the waitress and manager about my burger not being medium  nor well done  but black and crispy as if blessed with fire and brimstone from mr pointy horms himself i showed him the burnt cancer underside of my burger the manager got angry and proceeded to school me all up and down about charbroiling direct quote follows   the grill top is hot therefore the burgers burned its part of the charbroiling process   it was my turn to give him an angry look i asked if he would make another burger  and he shot back that any burger i would get would have the exact same char i studied the man in front of me for 25 seconds in silence hark do i perceive in front of me the rare and hard to find idiot  did i need to show him that even a onearmed man can flip a burger  starting to look a little nervous  the manager broke the silence by asking me if i wanted him to make another attempt i said no he then asked me if i wanted my order to be made for take out i said no he then walked away i was livid within me was an enlarging node of primal anger that could grant me the strength to punch straight into my victims and withdraw internal organs   my companions could tell i was upset so they asked for the check the manager came back and informed me that he had taken it upon himself to take my order off the check he then proceeded to chum it up with me by asking me if i had any plans for the rest of the day i extricated myself as soon as i could before my dam of hungerenhanced anger burst  0 stars for service 0 stars for food 1 star just so yelp will register my review and post it,negative
this is a sad review  because om started out great  it was  pricey but worth it  service was great and the atmosphere at both bar and restaurant was fantastic  it slid down hill fast  im not sure how they manage to stay open  there is more history in my old review  its gone from one of my favorites to 1 on my most loathed list among places that are still in business   ive had two bad experiences with pricey restaurants in the area  one was at upstairs on the square  one was at om  with the square  management seemed truly appalled  explained the situation and did everything they could to make it right   our followup visit was fabulous and the owner came by to thank us for giving them another try   upstairs were paragons of accountability and concern for the customer  om on the other hand  gave me a huge run around   it took many calls with promised call backs never coming before i spoke to someone who said he was the manager  he made promises that were never kept and left me much annoyed     everything ive heard suggests the food quality has slid further and the sevice and managment have not gotten their act together   looking through reviews  almost all the favorable comments are are about the bar  ill be back to upstairs on the square when i want a pricey meal  i wont be darkening the door at om   41410  tempted by a half price coupon  i checked in with yelp for signs of hope at om   dining experiences still look very negative  bar reviews are mixed  there are plenty of better choices at less than 12 oms prices,negative
the lobsters were the worst weve tried they smell and leaked chlorinated water so much that we even didnt finish them that was the first time in our life  both of us are just crazy about lobsters  and had them a lot thanks for a great evening,negative
this is the worst indian place i ever tried it never attracted me to have a dinner  however i decided to give them a chance and bought a coupon for 30 off the bill that was supposed to be a good motivation and i lowered my expectations but the service and the food was soooo bad that lowering my expectations was not enough to start enjoying the place regarding the food  me and my wife ordered appetizer with shrimps shrimps there were so small that its taste was fully absorbed by chickpeas and yogurt  soup it was ok  tandoori grill also ok and seafood masala it was not tender at all that would be ok unless all entries were served 3 minutes after appetizers of course  we ended up having all the dishes on our small table we also ordered sweet and salt lassis  however  waiter brought us mango and salty lassis the last thing we were surprised with is our waiter we decided to reduce her tips  but she took the check before we left looked at her tips and started to insist to raise her gratuity can you imagine that,negative
peopleread this before you decide to go here   i really enjoy korean bbq  and being that this place is right around the corner from my house i decided to check it out one day my first impression was that the place wasnt too bad  maybe 35 stars its def not as good as a real korean restaurant but still not bad for fast food   however  i just got back from this place and i am unbelievably disgusted i asked for the spicy chicken and the nice guy at the register told me it would take 10 minutes so i got the bbq chicken which had already been cooked earlier in the day while waiting for the guy to make my plate i observed the cook spraying orange chemicals near the grill  actually right on the metal less than a foot away from 10 spicy chicken breasts that were 14 way cooked he did it once and i thought  okmaybe it didnt go on the chicken then i saw him spray it againand then a third time very liberally and yes  the orange chemical spray which says do not drink on the side was spraying up all over the cooking chicken especially on the ones that were closest to the metal he was spraying i mean  as he was spraying the grill was making noise like when you throw water into a fire omg  i was disgusted i told the cash register guy and he looked surprised and i told him that i didnt think i would be coming back   i got home and reluctantly started eating my food the first bite of chicken tasted like rubber and it was sorta pinkish insideso i recooked it in a frying pan it still tasted gross  i think some of it has to do with my disgust at the whole chemical situation  but also cause the chicken really did taste like rubber it didnt taste like that the last two times i came here anywayi wont eat here again if the cook and the 3 other employees that were working back there doesnt realize that spraying chemicals next to cooking food is a hazard and downright disgusting then he will never understand how to cook food properly   eat here only if you want your future kids to have congenital deformities i am seriously considering banning all fast food after this experience you can really only trust homecooked food nowadays,negative
this place blows a big one the server was great at first and convinced us into some expensive sake and then he forgot about us he forgot about one of our rolls and then tried to tell us he already brought it out to us then he acted like he was doing us a favor by bringing out the roll we never got we didnt see him again for 20 minutes and we were waiting patiently for the check boy  i wished id just walked out the check was around 100 bucks for two people for mediocre sushi and terrible service dont come herethat is unless youre a complete masochist,negative
i used to like this place  but now they put a weight limit on how much you can get  if i remember correctly it was like 5 lbs for meat and 5 lbs for noodles and like 5 veggies or something like that my question is how the f am i supposed to know how much my sht weighs to the decimal lb do i look like good will hunting to you i was packin my bowl as i usually do and the cashier lady and one of the cooks starts bitchin at me talkin about i got 1 lb of beef in my bowl wat is the point of even goin to mongolian bbq joints then,negative
i recommend ordering through eat24com thats the only way you can get your money back when this place disappoints you   i ordered and it took 90 minutes i order wings  baked ziti and chicken parm sandwich the wings came wrapped in foil and were soggy because of the condensation the chicken parm was barely warm and the chicken wasnt even breaded i may not be italian but i know chicken parm is supposed to be breaded the baked ziti was sort of ok but the sauce has a weird not too enjoyable aftertaste   needless to say i will never order from here again how can one place screw up so much and still have 3 stars,negative
im not sure who owns this franchise but they are totally wasting their money on rent they dont even have any ice cram in the place i went a while ago and all of their tubs were virtually empty i totally had a hankering for a hot fudge sundae i was disappointed but i sucked it up and headed on over to 21 choices,negative
for this company affair  we had a cut menu  fish filet  steak filet or pumpkinchicken ravioli i ordered steak  my immediate supervisor had the fish and our assistant was forced into eating the ravioli since she couldnt recall exactly what she reserved ill get to the point quickly gross  bland  disappointing the steak could have been anything  but it didnt taste like anything but refrigerator the mashed potatoes lacked any discernible spice or flavor  and the broccoli tasted like the steak the pumpkin ravioli served with chicken cubes  most succinctly summed up in the following quote can i just say that i will forever remember that meal as the most disgusting one ive ever had it was bland and tasted neither like ravioli nor pumpkin  nor anything else that she would ever put in her mouth again the fish dry and overcooked with bone remnants so large  our poor guest had to excuse himself from the table to spit them out we were  however  served a great shiraz and i had the strongest tastiest hurricane that thoroughly rocked me,negative
well normally i do not one star a place unless i have been there twice   well i have  i ate about 3 months ago there and the food was horrible  i went there tonight for a concert aka benny  i got kicked out by the the bouncer for moving sideways on the dance floor which was followed by being let back in by the bouncer because i seemed fine both the man who escorted me out and the bouncer could not say why i was escorted except his dsp bro said too i rate this place one star and my friends parents own it disappointment if you go to native  head across the street to an actual bar bulls   cheers native never getting my dollar again,negative
bleh  i have tried a lot of food at la terrasse and its all bleh  spinach salad  bleh pizza  bleh steak frites  bleh  maybe its because i dont order from their dinner menu  but from their bar menubut their food is very lack luster  head elsewhere,negative
the service her is terrible  our server forgot our drinks and we had to remind her four times  then she was pissed off that we kept bothering her with requests for napkins and forks  the food was over priced and not very good,negative
worst restaurant ever,negative
last week  four friends and i went to hirise on a wednesday  after getting our food  we went upstairs to try to find a table  the place was full of people camped out with laptops and coffee at 4top tables  when we asked a staff member if there was anywhere else to sit remember  were all standing around holding a basket in one hand and a drink in the other she said no and disappeared  we ended up eating in the conference roomtheater of the next door community center  with the curtains drawn  bottom line get takeout  or eat outside if its nice but dont come expecting to eat in,negative
i dont like the texture of the crust i know thats what people go for when they come here and they enjoy the flakiness  but it is just not my cup of tea the crust to topping ratio of some of the pizzas that i got were also not good   the mixtures of toppings are pretty creative  but other than that  im just not into it its the crust that really throws me off,negative
a typical night at studio 4 would consist of the following  1 waiting in line for 12 an hour in the blistering cold of michigan  figuring out whether the girl in front of you is wearing a tube top as a skirt  and dealing with the jack ass bouncers who have just begun their careers as club bouncers  building up their resumes in hope of one day ending up in la or nyc  as part of the alist of bouncerskeep dreaming buddy  2 once you manage to not get thrown into the cement by the bouncers  congratulations  you have passed the first stage  now your next task will be to manage not to get kicked out because they will find every reason to do so  a few tips  dont wear hats  dont fall asleep on their couches  dont have beef with the bouncers or bartenders  dont have beef with the rest of the people in the club  dont drink to the point where youre so drunk that you get kicked out and have the nerve to stand back in line while dressed in a halloween costume in hopes that the bouncer will not recognize you  and then reaching the point where you are banned from the clubyeah i happen to know someone whos had this happen to her before  i know her really well actually    3 so  once youre finally in the club  chances are youll probably see an empty dance floor and wonder why the hell they made you wait outside for 12 an hour  this is called strategic marketing  4 once you realize that your hoedar is excessively sending off signals  that everyone around you looks like a serial rapist  sex offender  or just plain wasted to the point of no return  you will decide to join the wasted to the point of no return group and head straight to the bar where you will rack up a tab that you will cry over while hugging the toilet the next morning  5 eventually later on in the night  you will realize that you have to make that dreadful trip to the bathroom  since im a girl and i dont have the luxury of relieving myself in 3 seconds  i usually have to wait in a long line full of crying  emotional wrecks who swear they will kill the bitch that their boyfriend was grinding up on the dance floor  once you get through the door  you will also have to push yourself past the girls blocking the 2 bathroom stalls who think taking pictures of themselves with the bathroom as backdrop will look hot as their next facebook profile picture  if youre lucky which you probably wont be unless you go clubbing at 9 pm  you will be able to get a toilet either not overflowing with puke  feces  or flooding the rest of the bathroom with toilet water  be careful when you wash your hands too  chances are someone thought puking in the sink would be a better idea than puking in the toilet  so there you go  i think ive had more fun clubbing in my bedroom with the disco light i won at chuckie cheeses  the only reason why i give it one star is  not just because yelp does not give me the option of choosing zero stars  but i have to admit  some of the funniest memories that werent funny at the moment of occurrence happened here p,negative
meeting streets business model sell the cheapest food possible in outrageously huge portions thereby convincing people that theyre receiving a bargain  lets look at an example a cup of coffee it costs over two dollars for a cup of regular drip coffee why because rather than serving it in a humanstyle coffee cup  they serve it in something more resembling a small vat heres the thing big wide containerhot coffeesoon to be cold coffee  so its not like youre actually gaining anything for paying for more because  this is america  and you get free refills anyway and its not like the coffee is anything special its just that by giving you a ton of it and you are momentarily blindsided by sheer enormity and do not realize that you are being ripped off this same fault can be applied to everything on their menu  their menu itself is enormous  schizophrenic  and the great majority of what actually comes walking out of the kitchen while portioned for giants or something is bland  unimaginative  sad this isnt good breakfast food this isnt good deli food and it sure as hell isnt good dinner food i feel sad for the person who pays 12 for the chicken and broccoli when they could have walked into the vdub for essentially the same thing i wont even comment on the utterly strange decor  their lame policies like ending breakfast at noon on weekends  or how flipping rude the people behind the counter are rolling their eyes when you ask for a glass of water i know they have to deal with a lot of students  and that can make anyone jaded  but for gods sake  you made this bed  eat in it and go look up how big a sandwich is supposed to be   there is one reason it makes sense for people to go here they are byob and do not monitor it at all once you turn 21  go down to georges and have a real sandwich,negative
lets put aside the obvious issue of authenticity for a moment and discuss the real problem quality their food is disgusting for a reason its really  really cheap everything comes of a bag the soups come out of a bag  their guacamole comes out of a bag  the empanadas are prefab and frozen  even their house recipe hot sauce is actually just from a big cisco jug their business model is simple flashy decor  glossy menu  and steep prices means that people will believe that what theyre eating wasnt frozen on a truck that morning its a really sad way to treat customers  employees  and the community these people dont deserve to make money,negative
everything that comes out of this place tastes like its been frozen i think its sad that the same guy whos tricking wickenden into thinking abes is a bar is tricking the hill into thinking this is bbq while  yes  this is the north and we cant expect great bbq  united bbq is not great bbq  not at all,negative
horrible  they ought to call it side order plantation as there is no real food here  like someone blow said  it feels like they are hiding the entree buffet stations   it disgusts me that there is no real protein anywhere  unless you pay extra for the baggie of chicken for the salad,negative
120507 its really tough to get me upset or disappointed  but this place seem to have accomplished that exactly walked in and was greeted and seated immediately the tables were so close together it was a little annoying people who sat next to me can literally just share food with me mine as well it was not crowded or busy just good amount of people sitting too close to each other  the waiter had the craziest accent ever it was really hard to understand him  i had him repeat the specials twice he told the specials to two tables at a time i mean he had to we were so close that it was almost as if everyone was one big table  of course bread was given to us by our waiter  and it was horrible it was hard as rock we saw other tables get bread as well but it looked really soft so we ordered another basket of bread with someone else and they brought us nice soft warm bread i think this waiter hate us its like he doesnt care i ordered the steak dish on the special i also ordered the pinot grigio the wine was great the steak dish was not steak it tasted like fish it was soft like fish and it has no steak taste to it yes it was smothered with some cream sauce and mushroom but no steak in there just tasted like fish and mushrooms i was very disappointed with my dish so i didnt eat it  the waiter came by and he try to take my dish away to get me something else i told him i didnt want anything else and its okay cause i already lost my appetite he grab my plate and i told him to leave it he kept on insisting and he end up yelling at me whoa i seriously was gonna slap him in the face asshole it was really intense argument he walked away and said well i dont know what you want hellllooo you freaking idiot i just said leave me alone i dont want anything else did i fckin stutter well of course that was all said in my head what a dumass i came with my good friend lily and she was upset too her dish was not good at all both disappointed we decided that you cant go wrong with dessert so we were right dessert it was i got the molton chocolate cake it was freaking good so one star for that thats it nothing else was good i forgot his namedamn that stupid waiter,negative
i called this place to order some takeout  but the number was disconnected double checked the number on the restaurants website and there was no mention that this place is closed for construction,negative
i really feel bad about giving a onestar review  first  its not about the service  price  decor  or the food  im writing this review after going there twice  the first time my husband and i went  the dinner was good  we thought this place has the potential to be our goto chinese restaurant in pgh  today i remembered that they have an earlybird special 36pm msat  the won ton soup was not authentic more like chicken noodle soup but wasnt bad  the entree was fine    what really knocked the score down to 1 is the awful tobaccocigarette smell from the tea     i had to go to the grocery store and buy a pack of gum  the smell wouldnt leave me so i came home to rinse my mouth with listerine 23 minutes then brush as long as i could to get rid of the smell  did they use the tea pot as an ash tray    first visit 3 stars  second visit 5 stars   2 stars,negative
i will never again go here  im tired of the lady that always seem pissedoff taking my order or making me boba   last time my husband and i went  we checked their hours on the door and walked in the door was unlocked the lady yells at us  rather rudely  dont you see lights off   first of all the lights were not off it was dim it was our first time going after sunset we thought it was mood lighting   second of all as if the pissedoffed service wasnt bad enough  we had to be yelled at  i never thought their food was that great anyway ive heard my chinese friends say that shes nice well as a nonchinese speaking person  ive only been rudely serviced over and over again   go to little asia for chinese food and lulus for boba or walk in if you dont see the old lady working there,negative
lovely red velvet cupcakes until i found a blonde hair in one of them ugh,negative
ordered pad thai  crab rangoon  and beef teriyaki from here  the pad thai was terrible it was bland with zero of the flavor pad thai is known for it tasted like plain noodles with no flavoring  with a crap load of ground nuts sprinkled on top which is basically what it was it was a huge portion  but that means nothing when it isnt worth eating  the crab rangoon were overcooked to the point they were dark brown  though they didnt seem like they would taste very good even if they werent  the beef teriyaki was tough  and only mildly flavorful this was probably the better part of the meal  but would have only been recommendable if not so tough and overdone  i recommend highly against this place,negative
roughly 20 or so years ago  this then teenage boy discovered a love for frozen yogurt  when the then it froyo chain opened up tcby stores across an unassuming massachusetts it wasnt ice cream  it wasnt soft serve it was yogurt and it was good  fast forward to today id been looking forward to this place opening after reading and hearing all sorts of things about this amazingly delicious pinkberry concoction that folks on the west coast couldnt get enough of passing by harvard square today  i saw it had opened  and walked in to tryand like the virgin who gives up her innocence to that ratty jock who claims he loves her just because he wants a piece of her pinkberry  only to leave her the next day  i find myself feeling more than a little bit of disappointment and remorse   in fairness  all i knew is that this place serves healthier frozen yogurt a sign on the wall suggested it is tart  which concerned me slightly  but only a bit when i put the first spoonful of green tea yogurt into my mouth though  i must have winced noticeably it tastes like the stuff is mixed with a ridiculously overpowering berryflavored powder  whose strength would put sour patch kids to shame  with the tiniest hint of green tea flavor  and so i am left to believe that this amazing treat ive heard so much about  is nothing more than hype tell enough people its brilliant  they will start to believe it despite their own tastebuds pair that with unbelievably slow service  and pretentious prices that such a hideous flavor doesnt deserve to charge  and i will surely be steering clear of this berry in the future,negative
weve ordered a couple of times from this place  and honestly its been pretty terrible overall their pasta and sauce are bland and expensive for what you get   we ordered chicken fingers tonight  and they tasted like the oil they were cooked in hadnt been changed for a week and a half chicken shouldnt taste like various kinds of fish and clam   their fried raviloi were rubbery  and the sauce that came with it was watery and lacked flavor   there are much better places to order from in cambridge,negative
i didnt enjoy the food or the experience  the food was poor quality  according to my taste most of the ingredients on the bar were frozen  and the sauces had that chemical  massproduced taste and aftertaste  that lasted for hours the rice was horrible  probably some frozen rice that hadnt been properly reconstituted  so the grains were hard and undercooked  the experience can be fun for some  but i do not enjoy standing in line after every few bites of food the bowls are very small  so you eat a few bites  and stand in line again waiting for the food to be cooked  my husband and i are vegetarian  so every time they would cook our food on the grill  they would take a lot of care to clean it first that was very nice of them  but i did not enjoy feeling special and slowing down the line luckily  it was not crowded that evening  the service was good  everybody at the lafayette location was nice  attentive  and hard working,negative
this place was horrible and i will not be coming here again   the place is huge  lots of seating  looks small from the outside and you have to park on the street   i came here with my boyfriend because we are always looking for indianpakistani restaurants to go to  but this place was a regret the food was so bad  that we took 3 bites and left that was also 17 down the drain which made me mad   we got there and ordered so far so good  we grabbed water and sat at a table  and before we could push our chairs in  a guys brought us our food we both looked at each other like hmm that was really quick   so we tried our chicken tikka masala with our naan and plain rice  and the taste was terrible there was absolutely no flavor  the sauce was lukewarm and tasted like tomato soup it was disgusting not to mention  the chicken pieces are tiny and they give you a very little amount  this is definitely cheap  tasteless college food,negative
so dirty  while having dinner  a guy from our next table jumps out of his chair to come over to us he points his finger at my husband and warns him not to freak out we are both scared by this crazy stranger  it turns out my husband was accompanied by the biggest cockroach he or i have ever seen in our whole entire lives it was as big  if not bigger  than those hissing cockroaches yuck yuck  we were so traumatized that we dint remember if the food was good actually we are still trying to forget that we even went inside this place,negative
like shrada a read her review  i wish there was a 0star option my experience was almost as horrible as hers    the service  experience   we walk into the restaurant  and we stand at the front for a full 3 minutes waiting to be seated  even though the restaurant is empty the two employees at the register kind of glance over and continue their conversation  the waitress comes up to us  and right of the bat asks  for here or to go we say for here  and sit down she then comes to us in a few minutes and says in an annoyed tone  i thought you said to go she rudely props two glasses on the table and gives a exasperated sigh  the whole time the waitress has a look on her face like she just defaulted on her house loan  was hit by a pie on the way to work  and slapped by every customer that ate there today  every few minutes shed come by the tablenot to fill up water  but to eavesdrop can you believe this   she had a look like we had just murdered her children and she was trying to find out where we had hid the bodies so then she could kill us once she got that info   the food   terrible if the food has been even average  i may have given 1 star it wasnt   some of the most bland  uninspired trash i have ever eaten i think i can get a better meal out of a barn trough the potatoes were basically swimming in a curry that was water  and the cholay were served uncooked right out of the can  lukewarm and bland   parting ways   the waitress literally throws the check on the table  without us even asking for it i kind of wanted to get up right there and give her a piece of my mind  but i didnt want to ruin my mood for the bar we were going to next doorwhich by the way had been playing earsplitting music the whole time so loud the water in the glass was vibrating  this is absolutely the worst treatment i have gotten in my life  at a restaurant or otherwise this happened about a month ago but i didnt have the time to write and i agree with shradha  the free market needs to send this rathole a message,negative
